state,hospital,LHN,remoteness,beds,peer_group,ED,ES,NAP,hospital name,Phone_ number,Street _address,Suburb,Postcode,State_add,Latitude,Longitude
VIC,Nathalia District Hospital,NCN Health,Inner Regional,6,Very small,No,No,No,Nathalia District Hospital,03 5866 9444,36-44 McDonnell Street,Nathalia,3638,VIC,-36.054754,145.204324
VIC,Northeast Health Wangaratta,Northeast Health Wangaratta,Inner Regional,144,Public acute group A,Yes,Yes,Yes,Northeast Health Wangaratta,03 5722 5111,35-47 Green Street,Wangaratta,3677,VIC,-36.354035,146.313889
VIC,"Northern Hospital, The [Epping]",Northern Health (Vic),Major Cities,529,Public acute group A,Yes,Yes,Yes,The Northern Hospital [Epping],03 8405 8000,185 Cooper Street,Epping,3076,VIC,-37.653417,145.014381
VIC,Numurkah & District Health Service,NCN Health,Inner Regional,21,Public acute group D,No,No,Yes,Numurkah & District Health Service,03 5862 0555,2 Katamatite Road,Numurkah,3636,VIC,-36.100001,145.443695
VIC,OConnell Family Centre (Grey Sisters) Inc. [Canterbury],Mercy Public Hospital Inc. (Vic),Major Cities,13,Early parenting centres,No,No,No,Mercy Health - O'Connell Family Centre,03 8416 7600,6 Mont Albert Road,Canterbury,3126,VIC,-37.816688,145.061729
VIC,Old Geelong Private,Barwon Health,Major Cities,0,Unknown,No,No,No,Old Geelong Private,03 4215 0000,56-58 Bellerine Street,Geelong,3220,VIC,-38.15037,144.36412
VIC,Omeo District Health,Omeo District Health,Outer Regional,4,Very small,No,No,Yes,Omeo District Health,03 5159 0100,12 Easton Street,Omeo,3898,VIC,-37.098142,147.597321
VIC,Orbost Regional Health,Orbost Regional Health,Outer Regional,14,Public acute group C,No,No,No,Orbost Regional Health,03 5154 6666,104 Boundary Road,Orbost,3888,VIC,-37.701844,148.464957
VIC,Orygen Inpatient Unit,Melbourne Health,Major Cities,17,Psychiatric,No,No,No,Orygen Inpatient Unit,03 8345 7550,35 Mavis Street,Footscray,3011,VIC,-37.791926,144.886617
VIC,Otway Health & Community Services [Apollo Bay],Great Ocean Road Health,Inner Regional,4,Very small,No,No,No,Otway Health & Community Services [Apollo Bay],03 5237 8500,37-43 Mclachlan Street,Apollo Bay,3233,VIC,-38.753853,143.664264
VIC,Penshurst & District Memorial,Western District Health Service (Vic),Outer Regional,6,Very small,No,No,No,Penshurst & District Memorial,03 5552 3000,Cobb St,Penshurst,3289,VIC,-37.877558,142.28235
VIC,"Peter James Centre, The [East Burwood]",Eastern Health (Vic),Major Cities,119,Mixed subacute and non-acute,No,No,Yes,The Peter James Centre [East Burwood],03 9881 1888,321-345 Burwood Highway,Forest Hill,3131,VIC,-37.852712,145.164542
VIC,Peter MacCallum Cancer Institute [East Melbourne],Peter MacCallum Cancer Institute (Vic),Major Cities,209,Other public acute specialised,No,Yes,Yes,Peter MacCallum Cancer Centre,03 9656 1111,305 Grattan Street,Melbourne,3000,VIC,-37.80001,144.956607
VIC,Philip Island Health hub,Bass Coast Regional Health,Inner Regional,0,Unknown,No,No,No,Philip Island Health hub,03 5951 2100,50 Church St,Cowes,3922,VIC,-38.45129,145.2414
VIC,Portland District Health,Portland District Health,Outer Regional,53,Public acute group C,No,No,Yes,Portland District Health,03 5521 0333,Bentinck Street,Portland,3305,VIC,-38.340713,141.606087
VIC,Queen Elizabeth Centre [Noble Park],,Major Cities,8,Early parenting centres,No,No,No,Queen Elizabeth Centre [Noble Park],03 9549 2777,53 Thomas Street,Noble Park,3174,VIC,-37.972053,145.178285
VIC,Robinvale District Health Services,Robinvale District Health Services,Outer Regional,14,Public acute group D,No,No,Yes,Robinvale District Health Services,03 5051 8111,128-132 Latje Road,Robinvale,3549,VIC,-34.584146,142.781367
VIC,Rochester & Elmore District Health Service,Rochester and Elmore District Health Service,Inner Regional,10,Public acute group D,No,No,No,Rochester & Elmore District Health Service,03 5484 4400,1 Pascoe Street,Rochester,3561,VIC,-36.366579,144.697751
VIC,Rosebud Hospital,Peninsula Health (Vic),Major Cities,75,Public acute group B,Yes,No,Yes,Rosebud Hospital,03 5986 0666,1527 Point Nepean Road,Rosebud,3939,VIC,-38.362168,144.884899
VIC,Royal Childrens Hospital [Parkville],Royal Children's Hospital (Melbourne),Major Cities,308,Childrens,Yes,Yes,Yes,Royal Children's Hospital [Parkville],03 9345 5522,50 Flemington Road,Parkville,3052,VIC,-37.794997,144.950859
VIC,Royal Dental Hospital [Melbourne],,Major Cities,20,Unpeered,No,No,No,Royal Dental Hospital [Melbourne],03 9341 1000,720 Swanston St,Carlton,3053,VIC,-37.79864,144.96518
VIC,Royal Melbourne Hospital - City Campus,Melbourne Health,Major Cities,735,Principal referral,Yes,Yes,Yes,Royal Melbourne Hospital [Parkville],03 9342 7000,300 Grattan Street,Parkville,3050,VIC,-37.799259,144.956864
VIC,Royal Melbourne Hospital - Royal Park Campus,Melbourne Health,Major Cities,73,Rehabilitation and GEM,No,No,Yes,Royal Melbourne Hospital- Royal Park Campus,03 8387 2000,34-54 Poplar Road,Parkville,3052,VIC,-37.778813,144.948049
VIC,Royal Talbot Rehabilitation Centre [Kew],Austin Health (Vic),Major Cities,75,Rehabilitation and GEM,No,No,Yes,Royal Talbot Rehabilitation Centre [Kew],03 9490 7500,1 Yarra Boulevard,Kew,3101,VIC,-37.789522,145.023715
VIC,"Royal Victorian Eye & Ear Hospital, The [East Melbourne]",Royal Victorian Eye and Ear Hospital,Major Cities,60,Other public acute specialised,Yes,Yes,Yes,The Royal Victorian Eye & Ear Hospital,03 9929 8666,32 Gisborne Street,East Melbourne,3002,VIC,-37.808978,144.976245
VIC,Royal Womens Hospital [Carlton],Royal Women's Hospital (Melbourne),Major Cities,203,Womens,Yes,Yes,Yes,Royal Womens Hospital [Carlton],03 8345 2000,20 Flemington Rd,Parkville,3052,VIC,-37.63999,144.96929
VIC,Rural Northwest Health [Hopetoun],Rural Northwest Health (Vic),Outer Regional,4,Very small,No,No,No,Rural Northwest Health [Hopetoun],03 5083 2000,12 Mitchell Place,Hopetoun,3396,VIC,-35.732201,142.366411
VIC,Rural Northwest Health [Warracknabeal],Rural Northwest Health (Vic),Outer Regional,11,Public acute group D,No,No,No,Rural Northwest Health [Warracknabeal],03 5396 1200,18 Dimboola Road,Warracknabeal,3393,VIC,-36.252614,142.381609
VIC,Sandringham & District Memorial Hospital,Alfred Health (Vic),Major Cities,68,Public acute group B,Yes,Yes,Yes,Sandringham Hospital,03 9076 1000,193 Bluff Road,Sandringham,3191,VIC,-37.961049,145.018157
VIC,Seymour District Memorial Hospital,Seymour District Memorial Hospital,Inner Regional,43,Public acute group C,No,No,Yes,Seymour District Memorial Hospital,03 5793 6100,1 Brettoneaux Street,Seymour,3660,VIC,-37.018384,145.138771
VIC,South Gippsland Hospital [Foster],South Gippsland Hospital (Foster),Inner Regional,16,Public acute group C,No,No,Yes,South Gippsland Hospital [Foster],03 5683 9777,87 Station Road,Foster,3960,VIC,-38.658319,146.207031
VIC,South West Healthcare [Camperdown],South West Healthcare (Vic),Inner Regional,25,Public acute group C,No,No,Yes,South West Healthcare [Camperdown],03 5593 7300,9 Robinson Street,Camperdown,3260,VIC,-38.237101,143.137714
VIC,South West Healthcare [Warrnambool],South West Healthcare (Vic),Inner Regional,171,Public acute group A,Yes,Yes,Yes,South West Healthcare [Warrnambool],03 5563 1666,Ryot Street,Warrnambool,3280,VIC,-38.380085,142.472977
VIC,St Georges Health - Aged Care,St Vincent's Hospital (Melbourne) Limited,Major Cities,91,Mixed subacute and non-acute,No,No,Yes,St George's Health Service- Aged Care,03 9816 0444,283 Cotham Road,Kew,3101,VIC,-37.809085,145.052585
VIC,St Vincent's on the Park,St Vincent's Hospital (Melbourne) Limited,Major Cities,107,Rehabilitation and GEM,No,No,No,St Vincent's on the Park,03 9075 2600,11 Cathedral Pl,East Melbourne,3002,VIC,-37.811150,144.977840
VIC,St Vincents Hospital,St Vincent's Hospital (Melbourne) Limited,Major Cities,466,Principal referral,Yes,Yes,Yes,St Vincent's Hospital [Fitzroy],03 9288 2211,41 Victoria Parade,Fitzroy,3065,VIC,-37.806545,144.975231
VIC,Stawell Regional Health,294,Inner Regional,40,Public acute group C,No,No,Yes,Stawell Regional Health,03 5358 8500,27-29 Sloane Street,Stawell,3380,VIC,-37.059577,142.781603
VIC,Sunbury Day Hospital,Western Health (Vic),Major Cities,16,Other day procedure hospital,No,No,Yes,Sunbury Day Hospital,03 9732 8600,7 Macedon Street,Sunbury,3429,VIC,-37.576998,144.732674
VIC,Sunshine Hospital,Western Health (Vic),Major Cities,604,Public acute group A,Yes,Yes,Yes,Sunshine Hospital,03 8345 1333,176 Furlong Road,St Albans,3021,VIC,-37.759179,144.816477
VIC,Swan Hill District Hospital [Nyah],Swan Hill District Health,Outer Regional,0,Very small,No,No,No,Swan Hill District Health [Nyah],03 5030 2572,Monash Avenue,Nyah West,3595,VIC,-35.186052,143.355428
VIC,Swan Hill District Hospital [Swan Hill],Swan Hill District Health,Outer Regional,72,Public acute group C,Yes,No,Yes,Swan Hill District Health [Swan Hill],03 5033 9300,48 Splatt Street,Swan Hill,3585,VIC,-35.340588,143.556514
VIC,Tallangatta Health Service,Tallangatta Health Service,Outer Regional,6,Very small,No,No,No,Tallangatta Health Service,02 6071 5200,25 Barree Street,Tallangatta,3700,VIC,-36.213705,147.183709
VIC,Terang & Mortlake Health Service [Terang],Terang and Mortlake Health Service (Terang),Inner Regional,14,Public acute group D,No,No,No,Terang & Mortlake Health Service [Terang],03 5592 0222,13 Austin Avenue,Terang,3264,VIC,-38.239388,142.902119
VIC,The Mornington Centre,Peninsula Health (Vic),Major Cities,94,Rehabilitation and GEM,No,No,Yes,The Mornington Centre,03 5976 2733,Corner of Tyalla Grove and Separation Street,Mornington,3931,VIC,-38.230174,145.041697
VIC,Timboon & District Healthcare Service,Timboon and District Healthcare Service,Outer Regional,19,Public acute group D,No,No,Yes,Timboon & District Healthcare Service,03 5558 6000,21 Hospital Road,Timboon,3268,VIC,-38.486231,142.976717
VIC,Tweddle Child & Family Health Centre [Footscray],,Major Cities,22,Early parenting centres,No,No,No,Tweddle Child & Family Health Centre [Footscray],03 9689 1577,53 Adelaide Street,Footscray,3011,VIC,-37.797407,144.887421
VIC,Upper Murray Health & Community Services [Corryong],Upper Murray Health and Community Services (Corryong),Outer Regional,10,Public acute group D,No,No,No,Upper Murray Health & Community Services [Corryong],02 6076 3200,20 Kiell Street,Corryong,3707,VIC,-36.198711,147.902798
VIC,Ursula Frayne Centre,Mercy Public Hospital Inc. (Vic),Major Cities,16,Psychiatric,No,No,No,Ursula Frayne Centre,03 9319 7000,35 Mavis Street,Footscray,3011,VIC,-37.791148,144.886747
VIC,Victorian Institute of Forensic Mental Health,Victorian Institute of Forensic Mental Health,Major Cities,172,Psychiatric,No,No,No,Victorian Institute of Forensic Mental Health,03 8684 0000,Yarra Bend Road,Fairfield,3078,VIC,-37.78931,145.012975
VIC,WESTERN HEALTH - BACCHUS MARSH,Western Health (Vic),Major Cities,38,Public acute group C,No,No,Yes,WESTERN HEALTH - BACCHUS MARSH,03 5367 2000,29-35 Grant St,Bacchus Marsh,3340,VIC,-37.67785,144.43456
VIC,WESTERN HEALTH - MELTON HEALTH,Western Health (Vic),Major Cities,18,Unpeered,No,No,Yes,WESTERN HEALTH - MELTON HEALTH,03 9747 7600,195-209 Barries Rd,Melton West,3337,VIC,-37.68587,144.55809
VIC,Wantirna Health,Eastern Health (Vic),Major Cities,60,Mixed subacute and non-acute,No,No,Yes,Wantirna Health,03 9955 1200,251 Mountain Highway,Wantirna,3152,VIC,-37.848525,145.225902
VIC,West Gippsland Healthcare Group [Warragul],West Gippsland Healthcare Group,Inner Regional,100,Public acute group B,Yes,Yes,Yes,West Gippsland Healthcare Group [Warragul],03 5623 0611,41 Landsborough Street,Warragul,3820,VIC,-38.173009,145.926804
VIC,West Wimmera Health Service [Jeparit],West Wimmera Health Service,Outer Regional,4,Very small,No,No,No,West Wimmera Health Service [Jeparit],03 5391 4222,2 Charles Street,Jeparit,3423,VIC,-36.141132,141.984686
VIC,West Wimmera Health Service [Kaniva],West Wimmera Health Service,Outer Regional,6,Very small,No,No,No,West Wimmera Health Service [Kaniva],03 5391 4222,9 Farmers Street,Kaniva,3419,VIC,-36.381386,141.246006
VIC,West Wimmera Health Service [Nhill],West Wimmera Health Service,Outer Regional,21,Public acute group C,No,No,Yes,West Wimmera Health Service [Nhill],03 5391 4222,45 Nelson Street,Nhill,3418,VIC,-36.334003,141.655579
VIC,West Wimmera Health Service [Rainbow],West Wimmera Health Service,Remote,7,Very small,No,No,No,West Wimmera Health Service [Rainbow],03 5391 4222,2 Swinbourne Avenue,Rainbow,3424,VIC,-35.903874,141.995112
VIC,Western Hospital [Footscray],Western Health (Vic),Major Cities,227,Public acute group A,Yes,Yes,Yes,Western Hospital [Footscray],03 8345 6666,160 Gordon Street,Footscray,3011,VIC,-37.792298,144.887191
VIC,Williamstown Hospital,Western Health (Vic),Major Cities,75,Public acute group B,Yes,Yes,Yes,Williamstown Hospital,03 9393 0100,77B Railway Crescent,Williamstown,3016,VIC,-37.863576,144.892339
VIC,Wimmera Base Hospital [Horsham],294,Outer Regional,92,Public acute group C,Yes,No,Yes,Wimmera Base Hospital [Horsham],03 5381 9111,83 Baillie Street,Horsham,3400,VIC,-36.712441,142.208522
VIC,Womens Sandringham,Royal Women's Hospital (Melbourne),Major Cities,31,Womens,No,Yes,Yes,Women's at Sandringham,03 9076 1000,193 Bluff Road,Sandringham,3191,VIC,-37.961049,145.018157
VIC,Yarra Ranges Health,Eastern Health (Vic),Major Cities,16,Other day procedure hospital,No,Yes,Yes,Yarra Ranges Health,1300 342 255,25 Market Street,Lilydale,3140,VIC,-37.756319,145.351204
VIC,Yarram & District Health Service,Yarram and District Health Service,Inner Regional,14,Public acute group D,No,No,Yes,Yarram & District Health Service,03 5182 0222,85-91 Commercial Road,Yarram,3971,VIC,-38.556975,146.678316
VIC,Yarrawonga District Health Service,Yarrawonga District Health Service,Inner Regional,29,Public acute group C,No,No,Yes,Yarrawonga District Health Service,03 5743 8111,33 Piper Street,Yarrawonga,3730,VIC,-36.011547,146.006584
VIC,Yea & District Memorial Hospital,Yea and District Memorial Hospital,Inner Regional,10,Public acute group D,No,No,No,Yea & District Memorial Hospital,03 5736 0400,45 Station Street,Yea,3717,VIC,-37.213634,145.430724
WA,Albany Hospital,WA Country Health Service,Outer Regional,134.3,Public acute group B,Yes,Yes,Yes,Albany Hospital,08 9892 2222,Warden Avenue,Albany,6330,WA,-35.003407,117.904468
WA,Armadale-Kelmscott Memorial Hospital,East Metropolitan Health Service (WA),Major Cities,241,Public acute group A,Yes,Yes,Yes,Armadale-Kelmscott Memorial Hospital,08 9391 2000,3056 Albany Highway,Armadale,6112,WA,-32.133212,116.020023
WA,Augusta Hospital,WA Country Health Service,Inner Regional,6.3,Public acute group D,No,No,Yes,Augusta Hospital,08 9758 3222,Donovan Street,Augusta,6290,WA,-34.305814,115.157983
WA,Bentley Hospital,East Metropolitan Health Service (WA),Major Cities,161,Unpeered,No,Yes,Yes,Bentley Hospital,08 9416 3666,18-56 Mills Street,Bentley,6102,WA,-32.005332,115.927922
WA,Beverley Hospital,WA Country Health Service,Outer Regional,6.8,Very small,No,No,Yes,Beverley Hospital,08 9646 3200,Sewell Street,Beverley,6304,WA,-32.102825,116.922962
WA,Boddington Hospital,WA Country Health Service,Inner Regional,8,Very small,No,No,Yes,Boddington Hospital,08 9883 4444,46-53 Hotham Avenue,Boddington,6390,WA,-32.803715,116.475774
WA,Boyup Brook Soldiers Memorial Hospital,WA Country Health Service,Outer Regional,4.6,Very small,No,No,Yes,Boyup Brook Soldiers Memorial Hospital,08 9765 0222,Hospital Road,Boyup Brook,6244,WA,-33.839231,116.390639
WA,Bridgetown Hospital,WA Country Health Service,Inner Regional,30.1,Public acute group C,No,Yes,Yes,Bridgetown Hospital,08 9782 1222,16-18 Peninsula Road,Bridgetown,6255,WA,-33.951681,116.132183
WA,Broome Hospital,WA Country Health Service,Remote,68.6,Public acute group C,Yes,Yes,Yes,Broome Hospital,08 9194 2222,Robinson Street,Broome,6725,WA,-17.960975,122.236289
WA,Bruce Rock Memorial Hospital,WA Country Health Service,Remote,2.5,Very small,No,No,Yes,Bruce Rock Memorial Hospital,08 9061 1311,35 Dunstall Street,Bruce Rock,6418,WA,-31.873038,118.146414
WA,Bunbury Hospital,WA Country Health Service,Inner Regional,191.7,Public acute group B,Yes,Yes,Yes,Bunbury Hospital,08 9722 1000,Corner of Robertson Drive and Bussell Highway,Bunbury,6230,WA,-33.366986,115.648183
WA,Busselton Hospital,WA Country Health Service,Inner Regional,84,Public acute group C,Yes,Yes,Yes,Busselton Health Campus,08 9753 6000,Mill Road,Busselton,6280,WA,-33.654351,115.319581
WA,Carnarvon Hospital,WA Country Health Service,Very Remote,30.4,Public acute group C,Yes,Yes,Yes,Carnarvon Hospital,08 9941 0555,Cleaver Street,Carnarvon,6701,WA,-24.886592,113.658993
WA,Collie Hospital,WA Country Health Service,Inner Regional,36.8,Public acute group C,No,Yes,Yes,Collie Hospital,08 9735 1333,Corner of Steere and Deakin Streets,Collie,6225,WA,-33.351403,116.162223
WA,Corrigin Hospital,WA Country Health Service,Remote,3.8,Very small,No,No,Yes,Corrigin Hospital,08 9063 0333,49 Kirkwood Street,Corrigin,6375,WA,-32.324419,117.878816
WA,Dalwallinu Hospital,WA Country Health Service,Remote,7.6,Public acute group D,No,No,Yes,Dalwallinu Hospital,08 9661 0200,Myers Street,Dalwallinu,6609,WA,-30.277229,116.656544
WA,Denmark Hospital,WA Country Health Service,Outer Regional,6.9,Public acute group D,No,No,Yes,Denmark Hospital and Health Service,08 9848 0600,50 Scotsdale Road,Denmark,6333,WA,-34.957977,117.353489
WA,Derby Hospital,WA Country Health Service,Very Remote,40,Public acute group C,Yes,Yes,Yes,Derby Hospital,08 9193 3333,Clarendon Street,Derby,6728,WA,-17.306339,123.633399
WA,Dongara Multi-Purpose Health Centre,WA Country Health Service,Outer Regional,3,Very small,No,No,Yes,Dongara Eneabba Mingenew Health Service,08 9927 0200,48 Blenheim Road,Dongara,6525,WA,-29.265173,114.934179
WA,Donnybrook Hospital,WA Country Health Service,Inner Regional,17.3,Very small,No,No,Yes,Donnybrook Hospital,08 9780 4333,Bentley Street,Donnybrook,6239,WA,-33.576942,115.816547
WA,Dumbleyung Memorial Hospital,WA Country Health Service,Remote,0,Very small,No,No,Yes,Dumbleyung Memorial Hospital,08 9863 5222,Mcintyre Street,Dumbleyung,6350,WA,-33.310409,117.740499
WA,Esperance Hospital,WA Country Health Service,Remote,36,Public acute group C,Yes,Yes,Yes,Esperance Hospital,08 9071 0888,Hicks Street,Esperance,6450,WA,-33.856188,121.892205
WA,Exmouth Hospital,WA Country Health Service,Very Remote,6,Public acute group D,No,No,Yes,Exmouth Hospital,08 9949 3666,Lyon Street,Exmouth,6707,WA,-21.928276,114.119882
WA,Fiona Stanley Hospital,South Metropolitan Health Service (WA),Major Cities,814,Principal referral,Yes,Yes,Yes,Fiona Stanley Hospital,08 6152 2222,11 Robin Warren Drive,Murdoch,6150,WA,-32.07012,115.846909
WA,Fitzroy Crossing Hospital,WA Country Health Service,Very Remote,12,Public acute group D,No,No,Yes,Fitzroy Crossing Hospital,08 9166 1777,Fallon Road,Fitzroy Crossing,6765,WA,-18.191439,125.562765
WA,Fremantle Hospital,South Metropolitan Health Service (WA),Major Cities,282,Public acute group A,No,Yes,Yes,Fremantle Hospital,08 9431 3333,Alma Street,Fremantle,6160,WA,-32.058263,115.751448
WA,Geraldton Hospital,WA Country Health Service,Outer Regional,96,Public acute group B,Yes,Yes,Yes,Geraldton Hospital,08 9956 2222,51-85 Shenton Street,Geraldton,6530,WA,-28.782808,114.610844
WA,Gnowangerup Hospital,WA Country Health Service,Remote,5.3,Very small,No,No,Yes,Gnowangerup Hospital,08 9827 2222,Yougenup Road,Gnowangerup,6335,WA,-33.930469,118.002927
WA,Goomalling Hospital,WA Country Health Service,Outer Regional,2.9,Very small,No,No,Yes,Goomalling Hospital,08 9629 0100,Forrest Street,Goomalling,6460,WA,-31.303928,116.831102
WA,Graylands Hospital,North Metropolitan Health Service (WA),Major Cities,117,Psychiatric,No,No,Yes,Graylands Selby-Lemnos and Special Care Health Service,08 9347 6600,Brockway Road,Mount Claremont,6010,WA,-31.961447,115.790855
WA,Halls Creek Hospital,WA Country Health Service,Very Remote,8,Public acute group D,No,No,Yes,Halls Creek Hospital,08 9168 9222,70 Roberta Avenue,Halls Creek,6770,WA,-18.226008,127.666046
WA,Harvey Hospital,WA Country Health Service,Inner Regional,22,Public acute group D,No,No,Yes,Harvey Hospital,08 9782 2222,42 Hayward Street,Harvey,6220,WA,-33.077554,115.896749
WA,Hedland Health Campus,WA Country Health Service,Remote,71,Public acute group C,Yes,Yes,Yes,Hedland Health Campus,08 9174 1410,34 Colebatch Way,South Hedland,6722,WA,-20.413541,118.598178
WA,Joondalup Health Campus,North Metropolitan Health Service (WA),Major Cities,509,Public acute group A,Yes,Yes,Yes,Joondalup Health Campus (Public),08 9400 9030,Shenton Avenue,Joondalup,6027,WA,-31.738788,115.771737
WA,Kalamunda Hospital,East Metropolitan Health Service (WA),Major Cities,28,Public acute group D,No,No,Yes,Kalamunda Hospital,08 9257 8100,Elizabeth Street,Kalamunda,6076,WA,-31.966471,116.060267
WA,Kalbarri Health Centre,WA Country Health Service,Remote,4,Very small,No,No,Yes,Kalbarri Health Centre,08 9937 0100,Kaiber Street,Kalbarri,6536,WA,-27.712843,114.161574
WA,Kalgoorlie Hospital,WA Country Health Service,Outer Regional,130.8,Public acute group B,Yes,Yes,Yes,Kalgoorlie Hospital,08 9080 5888,Piccadilly Street,Kalgoorlie,6430,WA,-30.740839,121.470122
WA,Karratha Health Campus,WA Country Health Service,Remote,47,Public acute group C,Yes,Yes,Yes,Karratha Health Campus,08 9144 7777,62 Balmoral Rd,Karratha ,6714,WA,-20.732208,116.839511
WA,Katanning Hospital,WA Country Health Service,Outer Regional,10.2,Public acute group C,No,Yes,Yes,Katanning Hospital,08 9821 6222,Clive Street,Katanning,6317,WA,-33.683032,117.563409
WA,Kellerberrin Memorial Hospital,WA Country Health Service,Outer Regional,3.8,Very small,No,No,Yes,Kellerberrin Memorial Hospital,08 9045 6222,51-63 Gregory Street,Kellerberrin,6410,WA,-31.628902,117.716531
WA,King Edward Memorial Hospital for Women,North Metropolitan Health Service (WA),Major Cities,205,Womens,Yes,Yes,Yes,King Edward Memorial Hospital for Women,08 9340 2222,374 Bagot Road,Subiaco,6008,WA,-31.950093,115.818576
WA,Kojonup Hospital,WA Country Health Service,Outer Regional,6.3,Very small,No,No,Yes,Kojonup Hospital,08 9831 2222,Spring Street,Kojonup,6395,WA,-33.829481,117.152903
WA,Kondinin Hospital,WA Country Health Service,Remote,3.9,Very small,No,No,Yes,Kondinin Districts Health Service,08 9889 1000,130 Graham Street,Kondinin,6367,WA,-32.488949,118.265439
WA,Kununoppin Hospital,WA Country Health Service,Remote,4.8,Very small,No,No,Yes,Kununoppin Health Service,08 9683 2044,Leake Street,Kununoppin,6489,WA,-31.109682,117.922889
WA,Kununurra Hospital,WA Country Health Service,Very Remote,34,Public acute group C,Yes,Yes,Yes,Kununurra Hospital,08 9166 4222,96 Coolibah Drive,Kununurra,6743,WA,-15.775404,128.734229
WA,Lake Grace Hospital,WA Country Health Service,Remote,2.8,Very small,No,No,Yes,Lake Grace Hospital,08 9890 2222,Stubbs Street,Lake Grace,6353,WA,-33.102524,118.452658
WA,Laverton Hospital,WA Country Health Service,Very Remote,4,Very small,No,No,Yes,Laverton Hospital,08 9088 2600,Beria Road,Laverton,6440,WA,-28.626817,122.399861
WA,Leonora Hospital,WA Country Health Service,Very Remote,8,Very small,No,No,Yes,Leonora Hospital,08 9080 4300,Sadie Canning Drive,Leonora,6438,WA,-28.894319,121.337492
WA,Margaret River Hospital,WA Country Health Service,Inner Regional,20.8,Public acute group C,No,Yes,Yes,Margaret River Hospital,08 9757 0400,Farrelly Street,Margaret River,6285,WA,-33.952162,115.071229
WA,Meekatharra Hospital,WA Country Health Service,Very Remote,7.1,Public acute group D,No,No,Yes,Meekatharra Hospital,08 9981 0600,Savage Street,Meekatharra,6642,WA,-26.591366,118.491861
WA,Merredin Hospital,WA Country Health Service,Outer Regional,14.6,Public acute group D,No,Yes,Yes,Merredin Health Service,08 9081 3222,Kitchener Road,Merredin,6415,WA,-31.485204,118.276491
WA,Moora Hospital,WA Country Health Service,Outer Regional,11.9,Public acute group D,No,No,Yes,Moora Hospital,08 9651 0222,Dandaragan Road,Moora,6510,WA,-30.639557,116.001119
WA,Morawa Hospital,WA Country Health Service,Remote,4.7,Very small,No,No,Yes,Morawa Hospital,08 9971 0200,Calfield Rd,Morowa,6623,WA,-29.21172,116.0046
WA,Mullewa Hospital,WA Country Health Service,Remote,1,Very small,No,No,Yes,Mullewa Health Service,08 9961 6200,Elder Street,Mullewa,6630,WA,-28.535991,115.510017
WA,Murray Hospital,South Metropolitan Health Service (WA),Major Cities,15,Public acute group D,No,No,Yes,Murray District Hospital,08 9531 7222,McKay Street,Pinjarra,6208,WA,-32.639709,115.871589
WA,Nannup Hospital,WA Country Health Service,Outer Regional,1,Very small,No,No,Yes,Nannup Hospital,08 9756 3800,Carey Street,Nannup,6275,WA,-33.982797,115.76723
WA,Narembeen Memorial Hospital,WA Country Health Service,Remote,3.7,Very small,No,No,Yes,Narembeen Memorial Hospital,08 9064 6222,Ada Street,Narembeen,6369,WA,-32.061618,118.391289
WA,Narrogin Hospital,WA Country Health Service,Outer Regional,51,Public acute group C,Yes,Yes,Yes,Narrogin Hospital,08 9881 0333,Williams Road,Narrogin,6312,WA,-32.937341,117.168459
WA,Newman Hospital,WA Country Health Service,Very Remote,12,Public acute group D,No,No,Yes,Newman Hospital,08 9175 8333,54 Mindarra Drive,Newman,6753,WA,-23.354824,119.736503
WA,"Next Step Drug And Alcohol Services, East Perth",East Metropolitan Health Service (WA),Major Cities,17,Drug and alcohol hospital,No,No,No,"Next Step Drug And Alcohol Services, East Perth",08 9219 1919,32 Moore Street,East Perth,6004,WA,-31.953405,115.869171
WA,Norseman Hospital,WA Country Health Service,Very Remote,5,Very small,No,No,Yes,Norseman Hospital,08 9039 9200,Talbot Street,Norseman,6443,WA,-32.198566,121.767663
WA,North Midlands Hospital,WA Country Health Service,Remote,5,Very small,No,No,Yes,North Midlands Health Service,08 9954 3200,Thomas Street,Three Springs,6519,WA,-29.534221,115.759184
WA,Northam Hospital,WA Country Health Service,Inner Regional,61,Public acute group C,Yes,Yes,Yes,Northam Hospital,08 9690 1300,Robinson Street,Northam,6401,WA,-31.649582,116.657681
WA,Northampton Hospital,WA Country Health Service,Outer Regional,4.3,Very small,No,No,Yes,Northampton Hospital,08 9934 0200,103 Stephen St,Northampton,6535,WA,-28.35066,114.63493
WA,Onslow Hospital,WA Country Health Service,Very Remote,6,Public acute group D,No,No,Yes,Onslow Hospital,08 9184 3200,Second Avenue,Onslow,6710,WA,-21.643238,115.115389
WA,Osborne Park Hospital,North Metropolitan Health Service (WA),Major Cities,173,Public acute group C,No,Yes,Yes,Osborne Park Hospital,08 9346 8000,Osborne Place,Stirling,6021,WA,-31.885976,115.804717
WA,Paraburdoo Hospital,WA Country Health Service,Very Remote,4,Very small,No,No,Yes,Paraburdoo Hospital,08 9159 8222,Lot 608 Rocklea Road,Paraburdoo,6754,WA,-23.203031,117.670633
WA,Peel Health Campus,South Metropolitan Health Service (WA),Major Cities,209,Public acute group B,Yes,Yes,Yes,Peel Health Campus,08 9531 8000,110 Lakes Road,Mandurah,6210,WA,-32.532573,115.763504
